2020-09-01T00:00:44.397Z,113.173.193.108,215.241.184.122,924,TCP
2020-09-01T00:01:33.259Z,74.172.97.93,182.68.203.105,232,TCP
2020-09-01T00:03:05.288Z,98.91.204.250,161.86.7.24,1181,TCP
2020-09-01T00:04:28.732Z,194.52.52.87,161.86.7.24,1400,TCP
2020-09-01T00:05:36.766Z,61.109.31.160,69.71.54.110,780,UDP
2020-09-01T00:05:58.045Z,48.26.65.157,189.133.142.133,1077,UDP
2020-09-01T00:06:16.975Z,10.139.210.188,29.189.15.197,556,TCP
2020-09-01T00:06:48.610Z,4.184.48.235,68.135.218.212,924,TCP
2020-09-01T00:07:16.793Z,145.42.1.159,189.133.142.133,37,TCP
2020-09-01T00:07:38.038Z,106.243.39.55,180.252.117.250,277,TCP
2020-09-01T00:07:47.603Z,96.22.248.104,29.189.15.197,1111,TCP
2020-09-01T00:08:13.672Z,48.26.65.157,180.252.117.250,95,TCP
2020-09-01T00:09:36.396Z,91.39.62.157,180.252.117.250,294,TCP
2020-09-01T00:09:51.241Z,1.9.68.36,189.133.142.133,513,UDP
2020-09-01T00:10:30.492Z,118.205.148.71,169.125.11.243,140,UDP
2020-09-01T00:11:41.903Z,113.30.30.20,189.133.142.133,613,TCP
2020-09-01T00:12:08.684Z,221.136.101.51,73.198.19.104,437,TCP
2020-09-01T00:13:21.347Z,34.209.186.80,182.68.203.105,1429,TCP
2020-09-01T00:13:26.518Z,65.37.147.145,73.198.19.104,326,TCP
2020-09-01T00:14:26.860Z,177.91.94.181,161.86.7.24,784,UDP
2020-09-01T00:14:38.531Z,147.69.23.65,182.68.203.105,9,TCP
2020-09-01T00:16:13.966Z,130.62.164.5,73.198.19.104,373,UDP
2020-09-01T00:17:13.337Z,103.29.230.113,29.189.15.197,1362,TCP
2020-09-01T00:17:28.172Z,48.172.76.95,29.189.15.197,688,TCP
2020-09-01T00:18:48.411Z,215.172.111.200,196.62.169.21,451,TCP
2020-09-01T00:20:00.709Z,145.48.111.29,29.189.15.197,414,UDP
2020-09-01T00:20:54.074Z,32.215.101.115,169.125.11.243,1110,TCP
2020-09-01T00:21:38.784Z,30.54.178.159,169.125.11.243,390,UDP
2020-09-01T00:22:00.031Z,199.87.98.232,68.135.218.212,1360,UDP
2020-09-01T00:22:45.689Z,121.76.106.229,180.252.117.250,1441,TCP
2020-09-01T00:23:54.442Z,171.63.48.233,189.133.142.133,554,TCP
2020-09-01T00:24:06.586Z,188.104.88.253,196.62.169.21,1200,TCP
2020-09-01T00:24:51.133Z,199.124.64.122,169.125.11.243,1216,UDP
