2020-09-01T00:01:01.083Z,106.13.204.152,103.233.83.172,1412,UDP
2020-09-01T00:02:33.890Z,217.41.70.236,127.150.17.55,99,UDP
2020-09-01T00:03:19.500Z,157.217.233.207,30.148.196.222,514,UDP
2020-09-01T00:04:50.750Z,213.122.254.224,1.52.156.164,1408,UDP
2020-09-01T00:05:05.850Z,220.115.9.37,30.148.196.222,271,UDP
2020-09-01T00:05:13.909Z,10.108.95.190,195.57.180.13,625,UDP
2020-09-01T00:05:18.312Z,193.90.250.245,173.31.52.158,80,UDP
2020-09-01T00:05:42.493Z,114.5.152.246,195.57.180.13,600,TCP
2020-09-01T00:07:05.422Z,4.253.90.163,127.150.17.55,658,TCP
2020-09-01T00:08:14.766Z,15.241.57.253,3.221.109.97,1397,UDP
2020-09-01T00:08:24.979Z,24.41.66.95,121.57.104.240,988,UDP
2020-09-01T00:08:35.435Z,188.254.78.35,197.204.24.119,25,TCP
2020-09-01T00:09:33.272Z,109.12.66.163,92.106.166.97,383,UDP
2020-09-01T00:11:12.878Z,222.244.128.14,197.204.24.119,253,TCP
2020-09-01T00:12:30.574Z,38.42.245.33,61.136.225.231,965,TCP
2020-09-01T00:13:48.448Z,174.155.21.16,92.106.166.97,178,TCP
2020-09-01T00:14:23.190Z,24.88.99.10,173.31.52.158,510,TCP
2020-09-01T00:15:21.749Z,54.147.23.96,195.57.180.13,1298,UDP
2020-09-01T00:16:22.051Z,157.124.45.14,92.106.166.97,707,TCP
2020-09-01T00:16:55.093Z,57.89.195.18,127.150.17.55,1386,TCP
2020-09-01T00:17:48.178Z,214.147.24.20,21.215.235.239,237,TCP
2020-09-01T00:17:59.812Z,167.104.161.171,3.221.109.97,477,TCP
2020-09-01T00:19:14.779Z,100.47.126.43,66.219.255.225,750,TCP
2020-09-01T00:19:59.875Z,188.6.42.120,127.150.17.55,935,UDP
2020-09-01T00:21:04.120Z,74.248.66.59,92.106.166.97,1394,TCP
2020-09-01T00:21:49.527Z,23.177.157.114,197.204.24.119,403,TCP
2020-09-01T00:23:06.932Z,39.212.65.232,92.106.166.97,920,TCP
2020-09-01T00:23:45.215Z,54.52.147.237,173.31.52.158,1111,UDP
2020-09-01T00:23:54.037Z,152.1.12.200,127.150.17.55,392,UDP
2020-09-01T00:24:29.122Z,32.124.68.94,173.31.52.158,1275,TCP
2020-09-01T00:26:08.494Z,11.39.211.89,30.148.196.222,1488,UDP
2020-09-01T00:26:37.622Z,214.83.121.181,92.106.166.97,1288,UDP
2020-09-01T00:27:42.920Z,195.137.175.211,103.233.83.172,177,UDP
2020-09-01T00:28:43.076Z,156.169.93.234,103.233.83.172,1432,UDP
2020-09-01T00:29:22.346Z,18.116.247.57,195.57.180.13,471,UDP
2020-09-01T00:30:46.622Z,118.67.192.127,92.106.166.97,19,TCP
2020-09-01T00:31:33.508Z,174.155.21.16,30.148.196.222,564,TCP
2020-09-01T00:32:12.820Z,110.64.99.197,173.31.52.158,88,UDP
2020-09-01T00:32:13.418Z,54.147.23.96,173.31.52.158,1450,UDP
2020-09-01T00:33:44.043Z,141.182.128.116,103.233.83.172,1447,UDP
2020-09-01T00:35:08.571Z,91.101.220.16,103.233.83.172,689,UDP
2020-09-01T00:36:42.119Z,169.65.66.102,191.172.97.255,459,TCP
2020-09-01T00:37:16.651Z,62.9.69.242,191.172.97.255,539,UDP
2020-09-01T00:37:51.299Z,154.63.140.139,191.172.97.255,1126,UDP
2020-09-01T00:39:21.035Z,142.221.51.140,191.172.97.255,541,TCP
2020-09-01T00:40:33.630Z,61.28.144.22,173.31.52.158,634,UDP
2020-09-01T00:40:47.181Z,26.131.118.37,141.128.229.25,1291,TCP
2020-09-01T00:42:06.378Z,73.60.48.230,195.57.180.13,326,UDP
2020-09-01T00:43:38.494Z,109.21.196.100,127.150.17.55,480,TCP
2020-09-01T00:45:17.934Z,137.72.224.61,30.148.196.222,593,TCP
2020-09-01T00:46:52.735Z,167.149.58.224,191.172.97.255,19,TCP
2020-09-01T00:48:08.783Z,75.183.207.218,124.62.87.105,350,UDP
2020-09-01T00:48:32.647Z,91.101.220.16,103.233.83.172,1473,TCP
2020-09-01T00:49:29.881Z,159.87.138.179,173.31.52.158,1190,TCP
2020-09-01T00:51:04.291Z,208.119.193.241,92.106.166.97,1281,TCP
2020-09-01T00:51:10.787Z,176.129.12.242,191.172.97.255,839,TCP
2020-09-01T00:51:26.750Z,1.94.38.223,92.106.166.97,806,UDP
2020-09-01T00:52:44.677Z,124.56.222.239,103.233.83.172,1225,TCP
2020-09-01T00:53:56.782Z,209.153.194.96,30.148.196.222,1004,TCP
2020-09-01T00:53:56.833Z,220.115.9.37,66.219.255.225,1172,UDP
2020-09-01T00:54:19.291Z,20.176.65.41,66.219.255.225,112,TCP
2020-09-01T00:55:05.544Z,81.75.163.158,197.204.24.119,493,TCP
2020-09-01T00:56:06.408Z,164.184.193.250,30.148.196.222,101,TCP
2020-09-01T00:57:29.901Z,150.75.101.97,127.150.17.55,663,UDP
2020-09-01T00:58:09.299Z,209.34.253.214,197.204.24.119,1156,UDP
2020-09-01T00:59:10.247Z,196.203.121.156,124.62.87.105,1425,UDP
2020-09-01T00:59:12.577Z,109.17.31.102,92.106.166.97,1168,TCP
2020-09-01T00:59:17.598Z,61.9.169.32,92.106.166.97,218,TCP
2020-09-01T01:00:41.980Z,149.46.118.253,92.106.166.97,395,UDP
2020-09-01T01:02:18.898Z,89.9.65.227,127.150.17.55,1162,UDP
2020-09-01T01:03:31.343Z,91.247.160.165,3.221.109.97,152,TCP
2020-09-01T01:04:14.055Z,160.124.131.77,195.57.180.13,363,UDP
2020-09-01T01:04:28.496Z,126.74.191.19,92.106.166.97,1341,UDP
2020-09-01T01:05:30.396Z,6.42.2.146,197.204.24.119,1367,UDP
2020-09-01T01:06:50.159Z,220.115.9.37,30.148.196.222,937,TCP
2020-09-01T01:06:52.519Z,61.103.6.109,30.148.196.222,213,TCP
2020-09-01T01:08:08.464Z,147.52.72.163,173.31.52.158,980,UDP
2020-09-01T01:09:22.560Z,20.176.65.41,30.148.196.222,709,TCP
2020-09-01T01:10:52.427Z,78.227.180.193,92.106.166.97,1184,UDP
2020-09-01T01:11:29.837Z,115.23.6.99,30.148.196.222,1258,TCP
2020-09-01T01:11:40.750Z,185.233.252.5,127.150.17.55,965,TCP
2020-09-01T01:12:48.237Z,145.54.55.107,124.62.87.105,997,TCP
2020-09-01T01:13:23.848Z,154.97.46.194,92.106.166.97,866,TCP
2020-09-01T01:14:59.667Z,155.33.17.42,61.136.225.231,535,TCP
2020-09-01T01:15:08.758Z,27.117.22.27,1.52.156.164,114,UDP
2020-09-01T01:16:40.844Z,62.9.69.242,92.106.166.97,1037,TCP
2020-09-01T01:17:28.938Z,126.214.58.52,141.128.229.25,229,UDP
2020-09-01T01:17:56.620Z,130.81.129.162,197.204.24.119,518,TCP
2020-09-01T01:18:45.731Z,188.55.180.201,103.233.83.172,627,UDP
2020-09-01T01:18:54.026Z,219.1.15.189,127.150.17.55,530,TCP
2020-09-01T01:20:30.871Z,98.192.185.198,61.136.225.231,128,UDP
2020-09-01T01:20:57.012Z,74.86.102.125,92.106.166.97,1492,UDP
2020-09-01T01:21:21.582Z,214.35.248.244,197.204.24.119,1448,TCP
2020-09-01T01:22:29.548Z,190.56.45.95,3.221.109.97,437,UDP
2020-09-01T01:22:31.910Z,200.55.54.247,127.150.17.55,1101,UDP
2020-09-01T01:22:38.046Z,70.137.221.32,103.233.83.172,607,UDP
2020-09-01T01:23:38.401Z,156.107.120.44,103.233.83.172,732,UDP
2020-09-01T01:24:23.851Z,153.128.214.143,124.62.87.105,1278,UDP
2020-09-01T01:25:08.681Z,171.205.213.219,21.215.235.239,925,TCP
2020-09-01T01:25:30.051Z,172.95.24.35,127.150.17.55,23,UDP
2020-09-01T01:25:43.147Z,197.197.40.151,92.106.166.97,132,UDP
2020-09-01T01:26:18.583Z,167.104.161.171,197.204.24.119,1181,TCP
2020-09-01T01:26:38.875Z,127.161.99.21,191.172.97.255,1106,TCP
2020-09-01T01:28:03.573Z,77.93.197.52,3.221.109.97,717,UDP
2020-09-01T01:29:10.418Z,162.47.171.247,92.106.166.97,819,UDP
2020-09-01T01:30:14.108Z,120.88.255.253,197.204.24.119,1424,UDP
2020-09-01T01:30:46.794Z,211.221.44.241,61.136.225.231,1145,TCP
2020-09-01T01:31:37.349Z,144.138.106.76,121.57.104.240,854,UDP
2020-09-01T01:31:54.185Z,31.56.11.122,197.204.24.119,1038,UDP
2020-09-01T01:32:32.765Z,208.23.36.244,173.31.52.158,1020,TCP
2020-09-01T01:33:39.928Z,29.52.186.224,195.57.180.13,485,UDP
2020-09-01T01:34:45.241Z,81.110.133.237,173.31.52.158,1486,UDP
2020-09-01T01:36:07.858Z,27.244.201.120,197.204.24.119,541,TCP
2020-09-01T01:37:06.653Z,41.184.77.177,61.136.225.231,83,UDP
2020-09-01T01:37:44.864Z,217.93.218.27,141.128.229.25,908,TCP
2020-09-01T01:37:53.711Z,86.145.20.61,30.148.196.222,103,UDP
2020-09-01T01:38:29.425Z,153.106.219.56,66.219.255.225,893,UDP
2020-09-01T01:38:44.501Z,154.183.136.63,127.150.17.55,134,UDP
2020-09-01T01:38:55.445Z,26.212.227.223,173.31.52.158,269,UDP
2020-09-01T01:39:34.175Z,196.203.121.156,1.52.156.164,206,UDP
2020-09-01T01:40:01.019Z,5.143.82.12,141.128.229.25,152,UDP
2020-09-01T01:40:52.620Z,57.0.72.141,92.106.166.97,873,UDP
2020-09-01T01:42:03.044Z,33.53.250.170,127.150.17.55,1345,UDP
2020-09-01T01:43:14.329Z,214.147.24.20,61.136.225.231,1091,TCP
2020-09-01T01:43:53.956Z,92.99.135.144,197.204.24.119,1055,TCP
2020-09-01T01:44:23.732Z,172.95.24.35,92.106.166.97,622,TCP
2020-09-01T01:44:37.052Z,29.52.186.224,92.106.166.97,949,UDP
2020-09-01T01:46:15.484Z,74.86.102.125,172.110.26.183,732,UDP
2020-09-01T01:47:04.385Z,110.64.99.197,173.31.52.158,628,UDP
2020-09-01T01:47:32.444Z,163.70.193.69,92.106.166.97,627,TCP
2020-09-01T01:48:22.063Z,143.88.10.247,197.204.24.119,8,UDP
2020-09-01T01:49:28.595Z,10.108.95.190,103.233.83.172,472,TCP
2020-09-01T01:50:03.116Z,80.124.87.13,127.150.17.55,739,TCP
2020-09-01T01:50:29.704Z,149.81.70.127,66.219.255.225,271,UDP
2020-09-01T01:51:33.500Z,175.177.3.175,66.219.255.225,451,UDP
2020-09-01T01:52:32.489Z,29.52.186.224,3.221.109.97,704,TCP
2020-09-01T01:53:22.505Z,172.118.159.40,30.148.196.222,1014,UDP
2020-09-01T01:54:49.542Z,214.112.40.78,92.106.166.97,857,UDP
2020-09-01T01:55:49.902Z,24.178.215.232,197.204.24.119,1250,UDP
2020-09-01T01:57:01.834Z,167.49.160.17,173.31.52.158,1275,TCP
